_id,jobId,transcriptId,clusteringOutput,addedOn,cluster,intent_desc,intent_name,explaination
68d536dc97faae75d3eddadd,CXJ-005D,HB_20250730155344679349192023VOICEaca59dc26be348e4aa8b167bcfec3d12,"{'cluster': -1, 'intent_desc': 'request new card:Request new card refers to ordering a replacement for a lost or misplaced card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,request new card:Request new card refers to ordering a replacement for a lost or misplaced card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddade,CXJ-005D,HB_20250730155919679349189885VOICEbe0699bb29174a069882a72eadd11a0b,"{'cluster': -1, 'intent_desc': 'increase spending limit:Increase spending limit refers to raising the maximum allowable expenditure on an account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,increase spending limit:Increase spending limit refers to raising the maximum allowable expenditure on an account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddadf,CXJ-005D,HB_20250730161907679349221606VOICE7e5a400e84fc47baac67a6ee8a499315,"{'cluster': -1, 'intent_desc': 'account status:account status refers to the current state of an account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,account status:account status refers to the current state of an account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae0,CXJ-005D,HB_20250730165223679349262988VOICEbe6cf0b4e01c4596923f9c6ac91fefe3,"{'cluster': -1, 'intent_desc': ""employment verification:Employment verification is the process of confirming an individual's current job status."", 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,employment verification:Employment verification is the process of confirming an individual's current job status.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae1,CXJ-005D,HB_20250730181229679349391215VOICEed24fab6ca344f4b95fb607965cbdbea,"{'cluster': -1, 'intent_desc': 'pay bill:pay bill refers to the process of settling an outstanding amount owed.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,pay bill:pay bill refers to the process of settling an outstanding amount owed.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae2,CXJ-005D,HB_20250730183200679349417426VOICEfb2a54a68a7343889193bac3f83883e1,"{'cluster': -1, 'intent_desc': 'card replacement:Card replacement refers to issuing a new card for an expired one.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card replacement:Card replacement refers to issuing a new card for an expired one.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae3,CXJ-005D,HB_20250730183646679349425588VOICEb15e6b9d842e410bb24fb64e80952c89,"{'cluster': -1, 'intent_desc': '401k inquiry:401k inquiry refers to questions or concerns about a 401k retirement account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,401k inquiry:401k inquiry refers to questions or concerns about a 401k retirement account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae4,CXJ-005D,HB_20250730183916679349435339VOICE8344fa92443546e79b88837070ab4158,"{'cluster': -1, 'intent_desc': 'card replacement:Card replacement refers to issuing a new card due to malfunction or damage.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card replacement:Card replacement refers to issuing a new card due to malfunction or damage.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae5,CXJ-005D,HB_20250730185643679349463861VOICE6d6aaf48b8eb470ea63a73cdbfb099eb,"{'cluster': -1, 'intent_desc': 'card issue:Card issue refers to problems with the functionality or status of a card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card issue:Card issue refers to problems with the functionality or status of a card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae6,CXJ-005D,HB_20250730191521679349496113VOICEed13019a5378474393cc1ec673cac8c6,"{'cluster': -1, 'intent_desc': 'card issue:card issue refers to problems with the functionality or activation of a debit card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card issue:card issue refers to problems with the functionality or activation of a debit card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae7,CXJ-005D,HB_20250730192521679349509249VOICE175ddef091dd4e8c827fb4df00ead745,"{'cluster': -1, 'intent_desc': 'fund liquidation:Fund liquidation refers to converting investments into cash.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,fund liquidation:Fund liquidation refers to converting investments into cash.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae8,CXJ-005D,HB_20250730194457679349539613VOICE2b541e5727dc4e8c8b769ca3cef22744,"{'cluster': -1, 'intent_desc': 'card suspension:Card suspension refers to the temporary deactivation of a card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card suspension:Card suspension refers to the temporary deactivation of a card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddae9,CXJ-005D,HB_20250730201025679349568972VOICEfe4e634acba94394aa8f4a6b32dc0c89,"{'cluster': -1, 'intent_desc': 'card reissue:Card reissue refers to the process of issuing a new card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card reissue:Card reissue refers to the process of issuing a new card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dc97faae75d3eddaea,CXJ-005D,HB_20250730203653679349598855VOICE2846fc14df3c44a492153ff385847468,"{'cluster': -1, 'intent_desc': 'card issue:Card issue refers to problems with using a financial card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803676,-1,card issue:Card issue refers to problems with using a financial card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaeb,CXJ-005D,HB_20250730204334679349600988VOICE4e58463e3686472c8036e3a8346e0ad8,"{'cluster': -1, 'intent_desc': 'payment inquiry:Payment inquiry refers to a request for information about recent payments made.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,payment inquiry:Payment inquiry refers to a request for information about recent payments made.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaec,CXJ-005D,HB_20250730204414679349608699VOICEfa3be06af2ff459b8a804476714c17be,"{'cluster': -1, 'intent_desc': 'payment setup:Setting up an online payment account for insurance coverage.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,payment setup:Setting up an online payment account for insurance coverage.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaed,CXJ-005D,HB_20250730204802679349611919VOICEf4bc8a4268c74af3a120600154d1ed52,"{'cluster': -1, 'intent_desc': 'reimbursement request:Reimbursement request refers to asking for repayment of expenses incurred.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,reimbursement request:Reimbursement request refers to asking for repayment of expenses incurred.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaee,CXJ-005D,HB_20250730214806679349675198VOICE774c3e26c1704aeb952957eb15673940,"{'cluster': -1, 'intent_desc': 'add card:Add card refers to the process of linking a card to a digital wallet or payment system.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,add card:Add card refers to the process of linking a card to a digital wallet or payment system.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaef,CXJ-005D,HB_20250730223202679349717355VOICEfa4b7c369d484b148e0db3e8ced9cf20,"{'cluster': -1, 'intent_desc': 'account number request:Requesting the account number for fund transfer purposes.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,account number request:Requesting the account number for fund transfer purposes.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf0,CXJ-005D,HB_20250730223834679349723324VOICE85e43c30af094147ac592416097ca0c1,"{'cluster': -1, 'intent_desc': 'account access:Account access refers to the ability to log into and view details of an account online.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,account access:Account access refers to the ability to log into and view details of an account online.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf1,CXJ-005D,HB_20250730224326679349726778VOICE38879ca074444e5289bb70f44bec12df,"{'cluster': -1, 'intent_desc': 'disability payment:Disability payment refers to financial support provided during short-term or long-term disability.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,disability payment:Disability payment refers to financial support provided during short-term or long-term disability.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf2,CXJ-005D,HB_20250730230744679349746232VOICE0d7805def73e49a2b96a1d8fc8579f41,"{'cluster': -1, 'intent_desc': 'leave without pay:Leave without pay refers to a period when an employee is not receiving salary due to absence from work.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,leave without pay:Leave without pay refers to a period when an employee is not receiving salary due to absence from work.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf3,CXJ-005D,HB_20250730232922679349758002VOICE6908adb0d20f450885f6a86db68a54ce,"{'cluster': -1, 'intent_desc': 'recover pin number:Recover pin number refers to retrieving the personal identification number for a card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,recover pin number:Recover pin number refers to retrieving the personal identification number for a card.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf4,CXJ-005D,HB_20250731131719679349844875VOICE7384806a201846e6ae64ff13247d0d54,"{'cluster': -1, 'intent_desc': 'card reissue:Card reissue refers to the process of issuing a new card to replace a lost, stolen, or compromised card.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,"card reissue:Card reissue refers to the process of issuing a new card to replace a lost, stolen, or compromised card.",Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf5,CXJ-005D,HB_20250731134219679349866596VOICEab8158172c5a4be7b16c5d593aec36dd,"{'cluster': -1, 'intent_desc': 'FSA enrollment:FSA enrollment refers to signing up for a Flexible Spending Account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,FSA enrollment:FSA enrollment refers to signing up for a Flexible Spending Account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf6,CXJ-005D,HB_20250731142347679349907851VOICE7fc59b91bd66490d8e1da5073f14f64e,"{'cluster': -1, 'intent_desc': 'card suspension:Card suspension refers to the temporary deactivation of a card due to issues such as unpaid balances or suspicious activity.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,card suspension:Card suspension refers to the temporary deactivation of a card due to issues such as unpaid balances or suspicious activity.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf7,CXJ-005D,HB_20250731142643679349909310VOICEea7d022d6d664e219b3efa30d5045813,"{'cluster': -1, 'intent_desc': 'receipt inquiry:Receipt inquiry refers to questions about required documentation for purchases.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,receipt inquiry:Receipt inquiry refers to questions about required documentation for purchases.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf8,CXJ-005D,HB_20250731142738679349904607VOICEf446ba07c2db41a19c04e17834463488,"{'cluster': -1, 'intent_desc': 'account suspension:Account suspension refers to the temporary deactivation of an account.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,account suspension:Account suspension refers to the temporary deactivation of an account.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaf9,CXJ-005D,HB_20250731143559679349918693VOICEed122568635541d69702816ef2545cae,"{'cluster': -1, 'intent_desc': 'commuter benefits:Commuter benefits refer to employer-provided transportation benefits for employees.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,commuter benefits:Commuter benefits refer to employer-provided transportation benefits for employees.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddafa,CXJ-005D,HB_20250731145548679349943119VOICE53ab3d51ed3041d4b96082503b85455e,"{'cluster': -1, 'intent_desc': 'card replacement:Card replacement refers to issuing a new card to a customer.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,card replacement:Card replacement refers to issuing a new card to a customer.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddafb,CXJ-005D,HB_20250731150013679349945607VOICEdeda90ca3c8c4f93993ad00b51eaf1d2,"{'cluster': -1, 'intent_desc': 'pin inquiry:Pin inquiry refers to asking about the necessity of a pin for card transactions.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,pin inquiry:Pin inquiry refers to asking about the necessity of a pin for card transactions.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddafc,CXJ-005D,HB_20250731150158679349945667VOICEf0f83c2df14d43169a22ba482ff28cf3,"{'cluster': -1, 'intent_desc': 'card usage:Card usage refers to the ability to use a card for transactions.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,card usage:Card usage refers to the ability to use a card for transactions.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddafd,CXJ-005D,HB_20250731163247679350068790VOICEc51e6bf302974973a14bf0c07a79f541,"{'cluster': -1, 'intent_desc': 'payment inquiry:Payment inquiry refers to questions about the status or details of a payment.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,payment inquiry:Payment inquiry refers to questions about the status or details of a payment.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddafe,CXJ-005D,HB_20250731163442679350067364VOICE8ac28985bb8d44b5a7799039d5bbe9b6,"{'cluster': -1, 'intent_desc': 'verification code:Verification code is a security measure to confirm identity.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,verification code:Verification code is a security measure to confirm identity.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddaff,CXJ-005D,HB_20250731164551679350080979VOICE84df5b165cff4d158893cf2359b97c8b,"{'cluster': -1, 'intent_desc': 'card replacement:Card replacement refers to issuing a new card when the old one expires.', 'intent_name': 'Card Management', 'explaination': ""The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group.""}",1758803677,-1,card replacement:Card replacement refers to issuing a new card when the old one expires.,Card Management,"The majority of the input statements are related to managing various aspects of cards, such as card replacement, card reissue, card suspension, card issue, and card usage. These intents frequently appear in the list, making 'Card Management' a suitable common intent name for this group."
68d536dd97faae75d3eddb00,CXJ-005D,HB_20250729132747679169230614VOICE5fe354b302ec41cdaf272324bc8223ab,"{'cluster': 12, 'intent_desc': 'account setup:Account setup refers to creating a new user account.', 'intent_name': 'Account Setup', 'explaination': ""The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account.""}",1758803677,12,account setup:Account setup refers to creating a new user account.,Account Setup,"The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account."
68d536dd97faae75d3eddb01,CXJ-005D,HB_20250729175252679169554323VOICE75bad488678a4bb6836e9ad1ddbffc13,"{'cluster': 12, 'intent_desc': 'account setup:Account setup refers to the process of creating a new account.', 'intent_name': 'Account Setup', 'explaination': ""The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account.""}",1758803677,12,account setup:Account setup refers to the process of creating a new account.,Account Setup,"The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account."
68d536dd97faae75d3eddb02,CXJ-005D,HB_20250729184128679348625736VOICE80a18a4307ea40edbc5447e8090afd9a,"{'cluster': 12, 'intent_desc': 'account setup:Account setup refers to the process of creating a new user account.', 'intent_name': 'Account Setup', 'explaination': ""The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account.""}",1758803677,12,account setup:Account setup refers to the process of creating a new user account.,Account Setup,"The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account."
68d536dd97faae75d3eddb03,CXJ-005D,HB_20250730193506679349524706VOICEf4c4d9643cf042c6b15e0c7502465591,"{'cluster': 12, 'intent_desc': 'account setup:Account setup refers to the process of creating a new account.', 'intent_name': 'Account Setup', 'explaination': ""The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account.""}",1758803677,12,account setup:Account setup refers to the process of creating a new account.,Account Setup,"The common intent name 'Account Setup' is chosen because it appears consistently in all the input statements, representing the process of creating a new user account."
68d536dd97faae75d3eddb04,CXJ-005D,HB_20250729132907679169230185VOICE5d2eeba21b7a45329df8b7105643c921,"{'cluster': 11, 'intent_desc': 'payment method:payment method refers to the way a customer pays for services.', 'intent_name': 'Payment Method', 'explaination': ""The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled.""}",1758803677,11,payment method:payment method refers to the way a customer pays for services.,Payment Method,"The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled."
68d536dd97faae75d3eddb05,CXJ-005D,HB_20250729141214679169268900VOICE770aa53b8ba74a98ac93f5837bd4ab09,"{'cluster': 11, 'intent_desc': 'pay bill:Pay bill refers to the act of settling an outstanding payment.', 'intent_name': 'Payment Method', 'explaination': ""The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled.""}",1758803677,11,pay bill:Pay bill refers to the act of settling an outstanding payment.,Payment Method,"The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled."
68d536dd97faae75d3eddb06,CXJ-005D,HB_20250729153613679169376353VOICE804d9669792d40fc962979ef1c8fa1f2,"{'cluster': 11, 'intent_desc': 'payment method:Payment method refers to the way payments are made for services.', 'intent_name': 'Payment Method', 'explaination': ""The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled.""}",1758803677,11,payment method:Payment method refers to the way payments are made for services.,Payment Method,"The common intent name 'Payment Method' is chosen because it appears more frequently (at least 3 times) in the input statements and it broadly represents the concept of how payments are made, configured, and settled."
