_id,jobId,transcriptId,intentAnalysisOutput,addedOn,main_intent,intent_detail,intent_solution
68d5357e97faae75d3edda0e,CXJ-005D,HB_20250729210648679348806362VOICEff02b30ec73e4eb4a95e38bd46f6add0,"{'main_intent': 'claim status', 'intent_detail': 'Claim status refers to the current processing stage of an insurance claim.', 'intent_solution': 'Contacted provider for required information.'}",1758803326,claim status,Claim status refers to the current processing stage of an insurance claim.,Contacted provider for required information.
68d5357f97faae75d3edda0f,CXJ-005D,HB_20250729213207679348824516VOICE22062c9da8e14856a5362c1fa488d020,"{'main_intent': 'account access', 'intent_detail': 'Account access refers to the ability to log into and manage an account.', 'intent_solution': 'Transferred to the correct department.'}",1758803327,account access,Account access refers to the ability to log into and manage an account.,Transferred to the correct department.
68d5357f97faae75d3edda10,CXJ-005D,HB_20250729213746679348842141VOICE7ed08c108f6945548aace3e020abb95a,"{'main_intent': 'reactivate card', 'intent_detail': 'Reactivate card refers to the process of re-enabling a suspended debit card.', 'intent_solution': 'Agent reactivated the card temporarily.'}",1758803327,reactivate card,Reactivate card refers to the process of re-enabling a suspended debit card.,Agent reactivated the card temporarily.
68d5358097faae75d3edda11,CXJ-005D,HB_20250729213841679348843697VOICE30292742ebc04d138fb3fe008a0ecbcc,"{'main_intent': 'document review', 'intent_detail': 'Document review refers to the process of verifying submitted documents for accuracy and completeness.', 'intent_solution': 'Confirmed documents and advised next steps.'}",1758803328,document review,Document review refers to the process of verifying submitted documents for accuracy and completeness.,Confirmed documents and advised next steps.
68d5358197faae75d3edda12,CXJ-005D,HB_20250729214419679348853154VOICEe76792290e3a4bd1ae4575005a39dac3,"{'main_intent': 'claim status', 'intent_detail': 'claim status refers to the current processing stage of an insurance claim.', 'intent_solution': 'checked claim status and provided update'}",1758803329,claim status,claim status refers to the current processing stage of an insurance claim.,checked claim status and provided update
68d5358297faae75d3edda13,CXJ-005D,HB_20250729214709679348857399VOICE72070469f47844c7b18080889d7ebaeb,"{'main_intent': 'account inquiry', 'intent_detail': 'Account inquiry refers to a customer seeking information about their account status or transactions.', 'intent_solution': 'Explained account status and usage rules.'}",1758803330,account inquiry,Account inquiry refers to a customer seeking information about their account status or transactions.,Explained account status and usage rules.
68d5358297faae75d3edda14,CXJ-005D,HB_20250729215429679348863782VOICE9214f61da55947d0a4af2a9e2e81e9f8,"{'main_intent': 'account status', 'intent_detail': 'Account status refers to the current state or condition of an account.', 'intent_solution': 'Account is pending validation.'}",1758803330,account status,Account status refers to the current state or condition of an account.,Account is pending validation.
68d5358397faae75d3edda15,CXJ-005D,HB_20250729215442679348864319VOICEf549ee16972c45a690ec5c82da0ecffb,"{'main_intent': 'account balance', 'intent_detail': 'Account balance refers to the total amount of funds available.', 'intent_solution': 'Provided the current account balance.'}",1758803331,account balance,Account balance refers to the total amount of funds available.,Provided the current account balance.
68d5358497faae75d3edda16,CXJ-005D,HB_20250729220215679348870460VOICEe4fadbd1163b40248494aa11a0284dbe,"{'main_intent': 'document request', 'intent_detail': 'Document request refers to asking for specific paperwork or records.', 'intent_solution': 'Checked account and contacted dedicated team.'}",1758803332,document request,Document request refers to asking for specific paperwork or records.,Checked account and contacted dedicated team.
68d5358597faae75d3edda17,CXJ-005D,HB_20250729220648679348877479VOICE9e8161a37cbf4833ae470396c9db837b,"{'main_intent': 'card issue', 'intent_detail': 'Card issue refers to problems encountered while using a card.', 'intent_solution': 'Explained insufficient funds causing card decline.'}",1758803333,card issue,Card issue refers to problems encountered while using a card.,Explained insufficient funds causing card decline.
68d5358597faae75d3edda18,CXJ-005D,HB_20250729221256679348884923VOICE83ffca9df7cc4d45beeb47a6e67236b3,"{'main_intent': 'invoice inquiry', 'intent_detail': 'Invoice inquiry refers to a request for information about a specific invoice.', 'intent_solution': 'Requested account authentication for further discussion.'}",1758803333,invoice inquiry,Invoice inquiry refers to a request for information about a specific invoice.,Requested account authentication for further discussion.
68d5358697faae75d3edda19,CXJ-005D,HB_20250729222001679348890477VOICEe25e602436564abd8ef281cdd0ece458,"{'main_intent': 'request new card', 'intent_detail': 'Requesting a new debit card for account access.', 'intent_solution': 'Agent processed new card request.'}",1758803334,request new card,Requesting a new debit card for account access.,Agent processed new card request.
68d5358797faae75d3edda1a,CXJ-005D,HB_20250729222542679348893990VOICEc7db4aca43fb437e8b6894ea95f099ea,"{'main_intent': 'card request', 'intent_detail': ""Card request refers to the customer's inquiry about obtaining a debit card."", 'intent_solution': 'Explained reimbursement process without card.'}",1758803335,card request,Card request refers to the customer's inquiry about obtaining a debit card.,Explained reimbursement process without card.
68d5358897faae75d3edda1b,CXJ-005D,HB_20250729223903679348903151VOICE43210486b98143fe83bd46b809e99cf0,"{'main_intent': 'reactivate card', 'intent_detail': 'Reactivate card refers to restoring the functionality of a suspended card.', 'intent_solution': 'Submit detailed receipt for reactivation.'}",1758803336,reactivate card,Reactivate card refers to restoring the functionality of a suspended card.,Submit detailed receipt for reactivation.
68d5358897faae75d3edda1c,CXJ-005D,HB_20250729223917679348893216VOICE8393cdf53b244df5a4cf3a7e35134c84,"{'main_intent': 'account access', 'intent_detail': 'Account access refers to the ability to log into and use an account.', 'intent_solution': 'Advised contacting HR for multi-factor authentication.'}",1758803336,account access,Account access refers to the ability to log into and use an account.,Advised contacting HR for multi-factor authentication.
68d5358997faae75d3edda1d,CXJ-005D,HB_20250729224411679348907158VOICEfcf02e6984c74d2ab992a219456c933b,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to ordering a new debit or credit card.', 'intent_solution': 'Ordered a new debit card.'}",1758803337,card request,Card request refers to ordering a new debit or credit card.,Ordered a new debit card.
68d5358a97faae75d3edda1e,CXJ-005D,HB_20250729224812679348908738VOICEca6edcf8f0de4e1d89642f955886d7a7,"{'main_intent': 'check reissue', 'intent_detail': 'Check reissue refers to the process of issuing a new check.', 'intent_solution': 'Created case to reissue check.'}",1758803338,check reissue,Check reissue refers to the process of issuing a new check.,Created case to reissue check.
68d5358b97faae75d3edda1f,CXJ-005D,HB_20250729230045679348915233VOICEcfcb5b42944242768d20044d9dd308e5,"{'main_intent': 'account access', 'intent_detail': 'Account access refers to the ability to log into an online account.', 'intent_solution': 'Sent email with access link.'}",1758803339,account access,Account access refers to the ability to log into an online account.,Sent email with access link.
68d5358b97faae75d3edda20,CXJ-005D,HB_20250729230252679348919748VOICE39145317787f4caf81400ae58ec36c00,"{'main_intent': 'document review', 'intent_detail': 'Document review refers to the process of verifying submitted documents for accuracy and completeness.', 'intent_solution': 'Transferred to another agent.'}",1758803339,document review,Document review refers to the process of verifying submitted documents for accuracy and completeness.,Transferred to another agent.
68d5358c97faae75d3edda21,CXJ-005D,HB_20250729230728679348919832VOICE3884d6daf23848a6a92d381e9a4108ff,"{'main_intent': 'account access', 'intent_detail': 'Account access refers to the ability to log into and use an online account.', 'intent_solution': 'provided temporary password for login'}",1758803340,account access,Account access refers to the ability to log into and use an online account.,provided temporary password for login
68d5358d97faae75d3edda22,CXJ-005D,HB_20250729232538679348933702VOICE66fe79855bf348be9541cd7ab17446a0,"{'main_intent': 'account balance', 'intent_detail': 'Account balance refers to the current amount of funds available.', 'intent_solution': 'Explained zero balance due to transactions.'}",1758803341,account balance,Account balance refers to the current amount of funds available.,Explained zero balance due to transactions.
68d5358e97faae75d3edda23,CXJ-005D,HB_20250729233801679348941001VOICE1372fb1922fa4fe1b16f5fbc2d90d728,"{'main_intent': 'card issue', 'intent_detail': 'Card issue refers to problems or concerns with using a debit or credit card.', 'intent_solution': 'Provide required documentation to reactivate card.'}",1758803342,card issue,Card issue refers to problems or concerns with using a debit or credit card.,Provide required documentation to reactivate card.
68d5358e97faae75d3edda24,CXJ-005D,HB_20250729235428679348948398VOICEfedf48d48bec4b5b92e418356013b8cb,"{'main_intent': 'withdraw funds', 'intent_detail': 'withdraw funds refers to the process of taking money out of an account.', 'intent_solution': 'explained withdrawal process and IRS rules'}",1758803342,withdraw funds,withdraw funds refers to the process of taking money out of an account.,explained withdrawal process and IRS rules
68d5358f97faae75d3edda25,CXJ-005D,HB_20250729235542679348949092VOICE469052cc51274763b625b438a40dea4d,"{'main_intent': 'activate card', 'intent_detail': 'Activate card refers to enabling a card for transactions.', 'intent_solution': 'Conference call to activation line.'}",1758803343,activate card,Activate card refers to enabling a card for transactions.,Conference call to activation line.
68d5359097faae75d3edda26,CXJ-005D,HB_20250729235944679348950900VOICEba5aadbac0a442a9b5da7a3674481d25,"{'main_intent': 'card issue', 'intent_detail': 'Card issue refers to any problem or concern related to a debit or credit card.', 'intent_solution': 'Confirmed card status and recent transactions.'}",1758803344,card issue,Card issue refers to any problem or concern related to a debit or credit card.,Confirmed card status and recent transactions.
68d5359197faae75d3edda27,CXJ-005D,HB_20250730000148679348946753VOICE4d632b5b216841a1911b3f4e91f707fc,"{'main_intent': 'report fraud', 'intent_detail': 'Report fraud refers to notifying the bank or insurance company about unauthorized transactions.', 'intent_solution': 'Ordered new debit card'}",1758803345,report fraud,Report fraud refers to notifying the bank or insurance company about unauthorized transactions.,Ordered new debit card
68d5359d97faae75d3edda28,CXJ-005D,HB_20250730130738679349010491VOICE7bb1c087350b41b388d2903a94081dde,"{'main_intent': 'link bank account', 'intent_detail': 'Linking a bank account involves connecting a personal bank account to another service.', 'intent_solution': 'Register bank account with GIAC system.'}",1758803357,link bank account,Linking a bank account involves connecting a personal bank account to another service.,Register bank account with GIAC system.
68d5359e97faae75d3edda29,CXJ-005D,HB_20250730131825679349016554VOICEa903d2be08e2482e847727ec006a3ebf,"{'main_intent': 'reactivate card', 'intent_detail': 'Reactivate card refers to the process of restoring card functionality.', 'intent_solution': 'Refund $18 to reactivate card.'}",1758803358,reactivate card,Reactivate card refers to the process of restoring card functionality.,Refund $18 to reactivate card.
68d5359f97faae75d3edda2a,CXJ-005D,HB_20250730132121679349018453VOICE322c44eb1a6a403a87060a763b5e193b,"{'main_intent': 'eligibility update', 'intent_detail': 'Eligibility update refers to clarifying the status of benefits after employment termination.', 'intent_solution': 'Explained fund usage and deadlines.'}",1758803359,eligibility update,Eligibility update refers to clarifying the status of benefits after employment termination.,Explained fund usage and deadlines.
68d5359f97faae75d3edda2b,CXJ-005D,HB_20250730132627679349024136VOICE56d4579e8a4b4ac3a93ae4f005cddc7e,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to the process of ordering a new card.', 'intent_solution': 'Requested a new card.'}",1758803359,card request,Card request refers to the process of ordering a new card.,Requested a new card.
68d535a097faae75d3edda2c,CXJ-005D,HB_20250730134534679349039534VOICE2c13dafe3a464e8fb9be56718b61df54,"{'main_intent': 'payment decline', 'intent_detail': 'Payment decline refers to a transaction being rejected by the system.', 'intent_solution': 'Confirmed card activation and advised retrying payment.'}",1758803360,payment decline,Payment decline refers to a transaction being rejected by the system.,Confirmed card activation and advised retrying payment.
68d535a297faae75d3edda2d,CXJ-005D,HB_20250730135012679349043391VOICE521ff5f9e85f449e8b8b1221f2e81426,"{'main_intent': 'coverage options', 'intent_detail': 'Coverage options refer to the different insurance plans available for selection.', 'intent_solution': 'Provided plan details and enrollment instructions.'}",1758803362,coverage options,Coverage options refer to the different insurance plans available for selection.,Provided plan details and enrollment instructions.
68d535a397faae75d3edda2e,CXJ-005D,HB_20250730135035679349042618VOICE03b2b160404b41e4a7337e94e039495b,"{'main_intent': 'account inquiry', 'intent_detail': 'Account inquiry refers to a request for information about an account.', 'intent_solution': 'Provided contact number for dedicated account.'}",1758803363,account inquiry,Account inquiry refers to a request for information about an account.,Provided contact number for dedicated account.
68d535a397faae75d3edda2f,CXJ-005D,HB_20250730135218679349044503VOICE31b307ad39b74967b0af9e88f93aab23,"{'main_intent': 'activate card', 'intent_detail': 'Activate card refers to enabling a debit or credit card for use.', 'intent_solution': 'Agent activated the card.'}",1758803363,activate card,Activate card refers to enabling a debit or credit card for use.,Agent activated the card.
68d535a497faae75d3edda30,CXJ-005D,HB_20250730141013679349063481VOICEb1d8af629e094b82bdeb1ba43d793666,"{'main_intent': 'card status', 'intent_detail': 'Card status refers to the current operational state of a card.', 'intent_solution': 'Confirmed card is active.'}",1758803364,card status,Card status refers to the current operational state of a card.,Confirmed card is active.
68d535a597faae75d3edda31,CXJ-005D,HB_20250730144051679349096815VOICE651ad316be4d4b9a909155d4a9bfa644,"{'main_intent': 'check investigation', 'intent_detail': 'Check investigation refers to the process of tracking a mailed check.', 'intent_solution': 'Escalated issue to supervisor for further investigation.'}",1758803365,check investigation,Check investigation refers to the process of tracking a mailed check.,Escalated issue to supervisor for further investigation.
68d535a597faae75d3edda32,CXJ-005D,HB_20250730144143679349100622VOICEc29b5bc87b884a8f98e4e2903f3c372c,"{'main_intent': 'unlock account', 'intent_detail': 'Unlock account refers to regaining access to a locked account.', 'intent_solution': 'Agent unlocked the account.'}",1758803365,unlock account,Unlock account refers to regaining access to a locked account.,Agent unlocked the account.
68d535a697faae75d3edda33,CXJ-005D,HB_20250730144958679349106888VOICE112bcab35a3244659f9ac2632dd89f22,"{'main_intent': 'card request', 'intent_detail': 'card request refers to the process of requesting a new or replacement card.', 'intent_solution': 'submitted request for new card'}",1758803366,card request,card request refers to the process of requesting a new or replacement card.,submitted request for new card
68d535a797faae75d3edda34,CXJ-005D,HB_20250730145457679349111002VOICEd9645acc9ff2472ab6beba912199ee0e,"{'main_intent': 'account balance', 'intent_detail': 'Account balance refers to the total amount of money in an account.', 'intent_solution': 'Reviewed recent transactions and pending contributions.'}",1758803367,account balance,Account balance refers to the total amount of money in an account.,Reviewed recent transactions and pending contributions.
68d535a897faae75d3edda35,CXJ-005D,HB_20250730150208679349120138VOICEbfba3679163f4f4da6768f108e41af91,"{'main_intent': 'card status', 'intent_detail': 'Card status refers to the current activation state of a debit or credit card.', 'intent_solution': 'Confirmed card is active.'}",1758803368,card status,Card status refers to the current activation state of a debit or credit card.,Confirmed card is active.
68d535a897faae75d3edda36,CXJ-005D,HB_20250730151529679349109643VOICE86ffbd6be6e24794bec00244b0945c94,"{'main_intent': 'transaction inquiry', 'intent_detail': 'Transaction inquiry refers to a request for details about a specific financial transaction.', 'intent_solution': 'Confirmed refund and payment details.'}",1758803368,transaction inquiry,Transaction inquiry refers to a request for details about a specific financial transaction.,Confirmed refund and payment details.
68d535a997faae75d3edda37,CXJ-005D,HB_20250730151809679349138234VOICE7473715ac4c945ab9f49ebd03cfc32b7,"{'main_intent': 'activate card', 'intent_detail': 'activate card refers to enabling a card for transactions.', 'intent_solution': 'manually activated the card'}",1758803369,activate card,activate card refers to enabling a card for transactions.,manually activated the card
68d535aa97faae75d3edda38,CXJ-005D,HB_20250730152750679349158970VOICE7e857d2945c148d99818c21c37c1e2fb,"{'main_intent': 'claim denial', 'intent_detail': 'Claim denial refers to the rejection of an insurance claim.', 'intent_solution': 'Explained denial reason and coverage period.'}",1758803370,claim denial,Claim denial refers to the rejection of an insurance claim.,Explained denial reason and coverage period.
68d535ab97faae75d3edda39,CXJ-005D,HB_20250730154046679349175875VOICEd8cf2d02bf354904b8615f445ec8f0b6,"{'main_intent': 'refund issue', 'intent_detail': 'Refund issue refers to a problem with processing a refund transaction.', 'intent_solution': 'Confirmed refund will be posted in 3-5 days.'}",1758803371,refund issue,Refund issue refers to a problem with processing a refund transaction.,Confirmed refund will be posted in 3-5 days.
68d535ab97faae75d3edda3a,CXJ-005D,HB_20250730154330679349179006VOICE4b67509c02f84d6b80d49927427353f5,"{'main_intent': 'claim status', 'intent_detail': 'Claim status refers to the current state or outcome of a submitted claim.', 'intent_solution': 'Confirmed no dependent care balance.'}",1758803371,claim status,Claim status refers to the current state or outcome of a submitted claim.,Confirmed no dependent care balance.
68d535ac97faae75d3edda3b,CXJ-005D,HB_20250730155344679349192023VOICEaca59dc26be348e4aa8b167bcfec3d12,"{'main_intent': 'request new card', 'intent_detail': 'Request new card refers to ordering a replacement for a lost or misplaced card.', 'intent_solution': 'Ordered a new card.'}",1758803372,request new card,Request new card refers to ordering a replacement for a lost or misplaced card.,Ordered a new card.
68d535ad97faae75d3edda3c,CXJ-005D,HB_20250730155440679349193510VOICE614e47eb82a74c60b4599c2f1a166902,"{'main_intent': 'check balance', 'intent_detail': 'Check balance refers to verifying the current available funds in an account.', 'intent_solution': 'Provided balance and app setup instructions.'}",1758803373,check balance,Check balance refers to verifying the current available funds in an account.,Provided balance and app setup instructions.
68d535ae97faae75d3edda3d,CXJ-005D,HB_20250730155919679349189885VOICEbe0699bb29174a069882a72eadd11a0b,"{'main_intent': 'increase spending limit', 'intent_detail': 'Increase spending limit refers to raising the maximum allowable expenditure on an account.', 'intent_solution': 'Increased spending limit for 48 hours.'}",1758803374,increase spending limit,Increase spending limit refers to raising the maximum allowable expenditure on an account.,Increased spending limit for 48 hours.
68d535af97faae75d3edda3e,CXJ-005D,HB_20250730155935679349197408VOICEd4016195c24e48df8cbdadb0201038e4,"{'main_intent': 'account closure', 'intent_detail': 'Account closure refers to the process of terminating an account.', 'intent_solution': 'Download and submit closure form.'}",1758803375,account closure,Account closure refers to the process of terminating an account.,Download and submit closure form.
68d535b097faae75d3edda3f,CXJ-005D,HB_20250730160031679349199278VOICE750fcfa6d64040a4bc0f3c40e05ec5ab,"{'main_intent': 'report fraud', 'intent_detail': 'Report fraud refers to notifying the company about suspected fraudulent activity.', 'intent_solution': 'Reset card status to normal.'}",1758803376,report fraud,Report fraud refers to notifying the company about suspected fraudulent activity.,Reset card status to normal.
68d535b097faae75d3edda40,CXJ-005D,HB_20250730160341679349206142VOICEe7280da639b640b08092036d9f6c26fd,"{'main_intent': 'activate card', 'intent_detail': 'activate card refers to enabling a debit card for use.', 'intent_solution': 'agent activated the debit card'}",1758803376,activate card,activate card refers to enabling a debit card for use.,agent activated the debit card
68d535b197faae75d3edda41,CXJ-005D,HB_20250730161907679349221565VOICE1eafc86e096145d98fb3686dd01db4a1,"{'main_intent': 'check balance', 'intent_detail': 'check balance refers to verifying the current amount available in an account.', 'intent_solution': 'provided current HSA balance'}",1758803377,check balance,check balance refers to verifying the current amount available in an account.,provided current HSA balance
68d535b297faae75d3edda42,CXJ-005D,HB_20250730161907679349221606VOICE7e5a400e84fc47baac67a6ee8a499315,"{'main_intent': 'account status', 'intent_detail': 'account status refers to the current state of an account.', 'intent_solution': 'confirmed account and card status'}",1758803378,account status,account status refers to the current state of an account.,confirmed account and card status
68d535b397faae75d3edda43,CXJ-005D,HB_20250730162014679349225504VOICEd3981ba89bf3454da53cf8de27dff7bc,"{'main_intent': 'payment decline', 'intent_detail': 'payment decline refers to the failure of a transaction to be processed successfully.', 'intent_solution': 'submit claim with medical necessity letter'}",1758803379,payment decline,payment decline refers to the failure of a transaction to be processed successfully.,submit claim with medical necessity letter
68d535b397faae75d3edda44,CXJ-005D,HB_20250730163640679349240962VOICE9cdc8e0523d040be8d7b1b0f704a5862,"{'main_intent': 'account balance', 'intent_detail': 'Account balance refers to the amount of money available in a financial account.', 'intent_solution': 'Advised to check balance online.'}",1758803379,account balance,Account balance refers to the amount of money available in a financial account.,Advised to check balance online.
68d535b497faae75d3edda45,CXJ-005D,HB_20250730165115679349259987VOICEe7cebbe222cc4ef6951c84c50681a172,"{'main_intent': 'card activation', 'intent_detail': 'Card activation refers to the process of enabling a new card for use.', 'intent_solution': 'Provided contact number for new vendor.'}",1758803380,card activation,Card activation refers to the process of enabling a new card for use.,Provided contact number for new vendor.
68d535b597faae75d3edda46,CXJ-005D,HB_20250730165223679349262988VOICEbe6cf0b4e01c4596923f9c6ac91fefe3,"{'main_intent': 'employment verification', 'intent_detail': ""Employment verification is the process of confirming an individual's current job status."", 'intent_solution': 'Requested verbal authorization from account holder.'}",1758803381,employment verification,Employment verification is the process of confirming an individual's current job status.,Requested verbal authorization from account holder.
68d535b697faae75d3edda47,CXJ-005D,HB_20250730170250679349280078VOICE689646e33f04440d88fdf87fa0b86632,"{'main_intent': 'withdraw funds', 'intent_detail': 'Withdraw funds refers to the act of taking money out of an account.', 'intent_solution': 'Provided department contact number for assistance.'}",1758803382,withdraw funds,Withdraw funds refers to the act of taking money out of an account.,Provided department contact number for assistance.
68d535b797faae75d3edda48,CXJ-005D,HB_20250730171120679349301785VOICEd9c504872f5e4282b93bd1b4cd8306c7,"{'main_intent': 'account balance', 'intent_detail': ""Account balance refers to the amount of money available in a customer's account."", 'intent_solution': 'Confirmed the account balance.'}",1758803383,account balance,Account balance refers to the amount of money available in a customer's account.,Confirmed the account balance.
68d535b797faae75d3edda49,CXJ-005D,HB_20250730171328679349308807VOICE86c456f683f948128844af4bc2229f0a,"{'main_intent': 'check balance', 'intent_detail': 'Check balance refers to verifying the current amount in an account.', 'intent_solution': 'Provided account balance information.'}",1758803383,check balance,Check balance refers to verifying the current amount in an account.,Provided account balance information.
68d535b897faae75d3edda4a,CXJ-005D,HB_20250730172100679349317142VOICEaa5928dde9fe4695a6dce44afc7cf13d,"{'main_intent': 'coverage extension', 'intent_detail': 'Coverage extension refers to prolonging the duration of insurance benefits.', 'intent_solution': 'Provided state-specific extension options and application link.'}",1758803384,coverage extension,Coverage extension refers to prolonging the duration of insurance benefits.,Provided state-specific extension options and application link.
68d535b997faae75d3edda4b,CXJ-005D,HB_20250730172639679349327868VOICEd096ddaa715e4960b1a46e589e3883c1,"{'main_intent': 'close account', 'intent_detail': 'close account refers to the termination of a financial account.', 'intent_solution': 'guided customer to close account online.'}",1758803385,close account,close account refers to the termination of a financial account.,guided customer to close account online.
68d535ba97faae75d3edda4c,CXJ-005D,HB_20250730172903679349327166VOICE6d17a9b905704992a36be565d934486c,"{'main_intent': 'account transfer', 'intent_detail': 'Account transfer involves moving funds from one account to another.', 'intent_solution': 'Confirmed receipt and processing of transfer paperwork.'}",1758803386,account transfer,Account transfer involves moving funds from one account to another.,Confirmed receipt and processing of transfer paperwork.
68d535ba97faae75d3edda4d,CXJ-005D,HB_20250730172944679349333030VOICE01c5964cf07942a8964aa41035359422,"{'main_intent': 'funds inquiry', 'intent_detail': 'Funds inquiry refers to checking the status of deposited funds.', 'intent_solution': 'Suggested contacting insurance company for deposit details.'}",1758803386,funds inquiry,Funds inquiry refers to checking the status of deposited funds.,Suggested contacting insurance company for deposit details.
68d535bb97faae75d3edda4e,CXJ-005D,HB_20250730173327679349336568VOICE9fea20f3d307496f8321831481642a67,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to the action of requesting a new card.', 'intent_solution': 'Agent requested a new card.'}",1758803387,card request,Card request refers to the action of requesting a new card.,Agent requested a new card.
68d535bc97faae75d3edda4f,CXJ-005D,HB_20250730173621679349339005VOICE85f440f108dd4d098c3efeba2d7336e0,"{'main_intent': 'fraud investigation', 'intent_detail': 'Fraud investigation refers to the process of examining suspicious transactions.', 'intent_solution': 'Connect customer to fraud team.'}",1758803388,fraud investigation,Fraud investigation refers to the process of examining suspicious transactions.,Connect customer to fraud team.
68d535bd97faae75d3edda50,CXJ-005D,HB_20250730175534679349368514VOICEb5acf3b9ded34e1bb0272931f88b12ee,"{'main_intent': 'funds inquiry', 'intent_detail': 'Funds inquiry refers to checking the status of a financial transfer.', 'intent_solution': 'Confirmed transfer status and processing time.'}",1758803389,funds inquiry,Funds inquiry refers to checking the status of a financial transfer.,Confirmed transfer status and processing time.
68d535be97faae75d3edda51,CXJ-005D,HB_20250730180528679349381277VOICE5e26d9e8ca38422bb82f3e6966c4d5f7,"{'main_intent': 'activate card', 'intent_detail': 'Activate card refers to enabling a new card for use.', 'intent_solution': 'Helped customer activate the card.'}",1758803390,activate card,Activate card refers to enabling a new card for use.,Helped customer activate the card.
68d535bf97faae75d3edda52,CXJ-005D,HB_20250730180815679349389218VOICE832fd4d7a3b34305bd35fc88ee2f64c5,"{'main_intent': 'check balance', 'intent_detail': 'check balance refers to verifying the current amount available in an account.', 'intent_solution': 'provided the current account balance.'}",1758803391,check balance,check balance refers to verifying the current amount available in an account.,provided the current account balance.
68d535bf97faae75d3edda53,CXJ-005D,HB_20250730181119679349394312VOICE3f92cb96634f4778a106cdae76c121d3,"{'main_intent': 'funds inquiry', 'intent_detail': 'Funds inquiry refers to the investigation of the status or availability of funds.', 'intent_solution': 'Provided employer contact information.'}",1758803391,funds inquiry,Funds inquiry refers to the investigation of the status or availability of funds.,Provided employer contact information.
68d535c097faae75d3edda54,CXJ-005D,HB_20250730181229679349391215VOICEed24fab6ca344f4b95fb607965cbdbea,"{'main_intent': 'pay bill', 'intent_detail': 'pay bill refers to the process of settling an outstanding amount owed.', 'intent_solution': 'link bank account or mail check'}",1758803392,pay bill,pay bill refers to the process of settling an outstanding amount owed.,link bank account or mail check
68d535c197faae75d3edda55,CXJ-005D,HB_20250730181520679349395416VOICEcbe87eff3078429499feae0dfce014fb,"{'main_intent': 'card request', 'intent_detail': 'Card request refers to the process of ordering a new debit card.', 'intent_solution': 'Processed order for new debit card.'}",1758803393,card request,Card request refers to the process of ordering a new debit card.,Processed order for new debit card.
68d535c297faae75d3edda56,CXJ-005D,HB_20250730181623679349400160VOICE8a622e7a4e7b400f859bc4c328261ba4,"{'main_intent': 'payment decline', 'intent_detail': 'payment decline refers to the failure of a transaction due to insufficient funds or other issues.', 'intent_solution': 'transferred to dedicated team'}",1758803394,payment decline,payment decline refers to the failure of a transaction due to insufficient funds or other issues.,transferred to dedicated team
68d535c297faae75d3edda57,CXJ-005D,HB_20250730182154679349403280VOICEf7ee4bdc80b048d28613469fb3ab0ffa,"{'main_intent': 'document review', 'intent_detail': 'Document review refers to the process of verifying submitted paperwork for accuracy and completeness.', 'intent_solution': 'Confirmed receipt and completion of documents.'}",1758803394,document review,Document review refers to the process of verifying submitted paperwork for accuracy and completeness.,Confirmed receipt and completion of documents.
68d535c397faae75d3edda58,CXJ-005D,HB_20250730182403679349409519VOICE59c31095ab3d4910a88c99812c9e392c,"{'main_intent': 'document upload', 'intent_detail': 'Document upload refers to submitting required documents for verification purposes.', 'intent_solution': 'Guided customer through document upload process.'}",1758803395,document upload,Document upload refers to submitting required documents for verification purposes.,Guided customer through document upload process.
68d535c497faae75d3edda59,CXJ-005D,HB_20250730183200679349417426VOICEfb2a54a68a7343889193bac3f83883e1,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card for an expired one.', 'intent_solution': 'Requested a replacement card.'}",1758803396,card replacement,Card replacement refers to issuing a new card for an expired one.,Requested a replacement card.
68d535c597faae75d3edda5a,CXJ-005D,HB_20250730183646679349425588VOICEb15e6b9d842e410bb24fb64e80952c89,"{'main_intent': '401k inquiry', 'intent_detail': '401k inquiry refers to questions or concerns about a 401k retirement account.', 'intent_solution': 'Provided dedicated department contact number.'}",1758803397,401k inquiry,401k inquiry refers to questions or concerns about a 401k retirement account.,Provided dedicated department contact number.
68d535c597faae75d3edda5b,CXJ-005D,HB_20250730183916679349435339VOICE8344fa92443546e79b88837070ab4158,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to malfunction or damage.', 'intent_solution': 'Requested and issued new card.'}",1758803397,card replacement,Card replacement refers to issuing a new card due to malfunction or damage.,Requested and issued new card.
68d535c697faae75d3edda5c,CXJ-005D,HB_20250730185128679349455293VOICEcfbc753f65a6450086f72a27010c288a,"{'main_intent': 'card replacement', 'intent_detail': 'Card replacement refers to issuing a new card due to loss or damage.', 'intent_solution': 'Ordered a new debit card.'}",1758803398,card replacement,Card replacement refers to issuing a new card due to loss or damage.,Ordered a new debit card.
68d535c797faae75d3edda5d,CXJ-005D,HB_20250730185643679349463861VOICE6d6aaf48b8eb470ea63a73cdbfb099eb,"{'main_intent': 'card issue', 'intent_detail': 'Card issue refers to problems with the functionality or status of a card.', 'intent_solution': 'Card is permanently inactive.'}",1758803399,card issue,Card issue refers to problems with the functionality or status of a card.,Card is permanently inactive.
